M	0	0	0.16666667
M	0	1	0.0
M	0	2	0.0
M	0	3	0.071428575
M	0	4	0.083333336
M	0	5	0.0
M	0	6	0.0
M	0	7	0.0
M	0	8	0.0
M	0	9	0.0
M	0	10	0.0
M	0	11	0.0
M	0	12	0.0
M	0	13	0.0
M	0	14	0.0
M	0	15	0.0
M	0	16	0.0
M	0	17	0.0
M	0	18	0.0
M	0	19	0.0
M	1	0	0.0
M	1	1	0.083333336
M	1	2	0.0
M	1	3	0.0
M	1	4	0.0
M	1	5	0.0625
M	1	6	0.0625
M	1	7	0.083333336
M	1	8	0.0
M	1	9	0.0625
M	1	10	0.0
M	1	11	0.0
M	1	12	0.0
M	1	13	0.0
M	1	14	0.0
M	1	15	0.0
M	1	16	0.0
M	1	17	0.0
M	1	18	0.083333336
M	1	19	0.0
M	2	0	0.0
M	2	1	0.0
M	2	2	0.25
M	2	3	0.0
M	2	4	0.0
M	2	5	0.0
M	2	6	0.0
M	2	7	0.0
M	2	8	0.0
M	2	9	0.0
M	2	10	0.071428575
M	2	11	0.0
M	2	12	0.0
M	2	13	0.0
M	2	14	0.0
M	2	15	0.0
M	2	16	0.0
M	2	17	0.0
M	2	18	0.0
M	2	19	0.0
M	3	0	0.16666667
M	3	1	0.0
M	3	2	0.0
M	3	3	0.071428575
M	3	4	0.0
M	3	5	0.0
M	3	6	0.0
M	3	7	0.083333336
M	3	8	0.1
M	3	9	0.0625
M	3	10	0.0
M	3	11	0.1
M	3	12	0.0
M	3	13	0.0
M	3	14	0.0
M	3	15	0.0
M	3	16	0.1
M	3	17	0.0
M	3	18	0.0
M	3	19	0.0
M	4	0	0.16666667
M	4	1	0.0
M	4	2	0.0
M	4	3	0.0
M	4	4	0.083333336
M	4	5	0.0
M	4	6	0.0
M	4	7	0.083333336
M	4	8	0.0
M	4	9	0.0625
M	4	10	0.0
M	4	11	0.0
M	4	12	0.0
M	4	13	0.0
M	4	14	0.0
M	4	15	0.1
M	4	16	0.0
M	4	17	0.083333336
M	4	18	0.0
M	4	19	0.0
M	5	0	0.0
M	5	1	0.083333336
M	5	2	0.0
M	5	3	0.0
M	5	4	0.0
M	5	5	0.0625
M	5	6	0.0625
M	5	7	0.083333336
M	5	8	0.0
M	5	9	0.0625
M	5	10	0.071428575
M	5	11	0.0
M	5	12	0.083333336
M	5	13	0.0
M	5	14	0.125
M	5	15	0.0
M	5	16	0.0
M	5	17	0.0
M	5	18	0.0
M	5	19	0.0
M	6	0	0.0
M	6	1	0.083333336
M	6	2	0.0
M	6	3	0.0
M	6	4	0.0
M	6	5	0.0625
M	6	6	0.0625
M	6	7	0.0
M	6	8	0.1
M	6	9	0.0
M	6	10	0.071428575
M	6	11	0.0
M	6	12	0.0
M	6	13	0.25
M	6	14	0.0
M	6	15	0.1
M	6	16	0.0
M	6	17	0.0
M	6	18	0.083333336
M	6	19	0.0
M	7	0	0.0
M	7	1	0.083333336
M	7	2	0.0
M	7	3	0.071428575
M	7	4	0.083333336
M	7	5	0.0625
M	7	6	0.0
M	7	7	0.083333336
M	7	8	0.0
M	7	9	0.0
M	7	10	0.0
M	7	11	0.0
M	7	12	0.0
M	7	13	0.0
M	7	14	0.125
M	7	15	0.0
M	7	16	0.0
M	7	17	0.0
M	7	18	0.0
M	7	19	0.0
M	8	0	0.0
M	8	1	0.0
M	8	2	0.0
M	8	3	0.071428575
M	8	4	0.0
M	8	5	0.0
M	8	6	0.0625
M	8	7	0.0
M	8	8	0.1
M	8	9	0.0
M	8	10	0.0
M	8	11	0.0
M	8	12	0.0
M	8	13	0.0
M	8	14	0.0
M	8	15	0.1
M	8	16	0.0
M	8	17	0.083333336
M	8	18	0.0
M	8	19	0.0
M	9	0	0.0
M	9	1	0.083333336
M	9	2	0.0
M	9	3	0.071428575
M	9	4	0.083333336
M	9	5	0.0625
M	9	6	0.0
M	9	7	0.0
M	9	8	0.0
M	9	9	0.0625
M	9	10	0.0
M	9	11	0.1
M	9	12	0.083333336
M	9	13	0.0
M	9	14	0.0
M	9	15	0.1
M	9	16	0.0
M	9	17	0.0
M	9	18	0.0
M	9	19	0.0
M	10	0	0.0
M	10	1	0.0
M	10	2	0.25
M	10	3	0.0
M	10	4	0.0
M	10	5	0.0625
M	10	6	0.0625
M	10	7	0.0
M	10	8	0.0
M	10	9	0.0
M	10	10	0.071428575
M	10	11	0.0
M	10	12	0.083333336
M	10	13	0.0
M	10	14	0.0
M	10	15	0.0
M	10	16	0.0
M	10	17	0.0
M	10	18	0.083333336
M	10	19	0.16666667
M	11	0	0.0
M	11	1	0.0
M	11	2	0.0
M	11	3	0.071428575
M	11	4	0.0
M	11	5	0.0
M	11	6	0.0
M	11	7	0.0
M	11	8	0.0
M	11	9	0.0625
M	11	10	0.0
M	11	11	0.1
M	11	12	0.0
M	11	13	0.0
M	11	14	0.0
M	11	15	0.0
M	11	16	0.1
M	11	17	0.0
M	11	18	0.0
M	11	19	0.16666667
M	12	0	0.0
M	12	1	0.0
M	12	2	0.0
M	12	3	0.0
M	12	4	0.0
M	12	5	0.0625
M	12	6	0.0
M	12	7	0.0
M	12	8	0.0
M	12	9	0.0625
M	12	10	0.071428575
M	12	11	0.0
M	12	12	0.083333336
M	12	13	0.0
M	12	14	0.0
M	12	15	0.0
M	12	16	0.1
M	12	17	0.083333336
M	12	18	0.0
M	12	19	0.0
M	13	0	0.0
M	13	1	0.0
M	13	2	0.0
M	13	3	0.0
M	13	4	0.0
M	13	5	0.0
M	13	6	0.0625
M	13	7	0.0
M	13	8	0.0
M	13	9	0.0
M	13	10	0.0
M	13	11	0.0
M	13	12	0.0
M	13	13	0.25
M	13	14	0.0
M	13	15	0.0
M	13	16	0.0
M	13	17	0.0
M	13	18	0.0
M	13	19	0.0
M	14	0	0.0
M	14	1	0.0
M	14	2	0.0
M	14	3	0.0
M	14	4	0.0
M	14	5	0.0625
M	14	6	0.0
M	14	7	0.083333336
M	14	8	0.0
M	14	9	0.0
M	14	10	0.0
M	14	11	0.0
M	14	12	0.0
M	14	13	0.0
M	14	14	0.125
M	14	15	0.0
M	14	16	0.0
M	14	17	0.083333336
M	14	18	0.0
M	14	19	0.0
M	15	0	0.0
M	15	1	0.0
M	15	2	0.0
M	15	3	0.0
M	15	4	0.083333336
M	15	5	0.0
M	15	6	0.0625
M	15	7	0.0
M	15	8	0.1
M	15	9	0.0625
M	15	10	0.0
M	15	11	0.0
M	15	12	0.0
M	15	13	0.0
M	15	14	0.0
M	15	15	0.1
M	15	16	0.0
M	15	17	0.0
M	15	18	0.0
M	15	19	0.0
M	16	0	0.0
M	16	1	0.0
M	16	2	0.0
M	16	3	0.071428575
M	16	4	0.0
M	16	5	0.0
M	16	6	0.0
M	16	7	0.0
M	16	8	0.0
M	16	9	0.0
M	16	10	0.0
M	16	11	0.1
M	16	12	0.083333336
M	16	13	0.0
M	16	14	0.0
M	16	15	0.0
M	16	16	0.1
M	16	17	0.0
M	16	18	0.083333336
